MEDDATA	pop_est	gdp_md_est	economy	income_grp	continent	subregion	Longitude	Latitude	Population	Area (sq. mi.)	Pop. Density (per sq. mi.)	Coastline (coast/area ratio)	Net migration	Infant mortality (per 1000 births)	GDP ($ per capita)	Literacy (%)	Phones (per 1000)	Birthrate	Deathrate	DevelopmentLevel	pop1960	pop2010	imr19551960	imr20052010	AvgYrsSchool70	AvgYrsSchool10	GDP1970	GDP2010	GDPPerCap1970	GDPPerCap2010	WHR score	HDI1980	HDI2013	country_longitude	country_latitude
Hong Kong	7061200	351119.0	6. Developing region	2. High income: nonOECD	Asia	Eastern Asia	114.113804542	22.3982773723	6940432.0	1092.0	6355.7	67.12	5.24	2.97	28800.0	93.5	546.7	7.29	6.29	LDC	3075752	7049514	46.2294301319915	1.86733974778897	5.15	10.02	20681487740.1117	215614794467.475	5223.91708515071	30412.3788602593	5.474	0.697706621179426	0.891128639248932	114.113804542	22.3982773723
Hong kong	7061200	351119.0	6. Developing region	2. High income: nonOECD	Asia	Eastern Asia	114.113804542	22.3982773723	6940432.0	1092.0	6355.7	67.12	5.24	2.97	28800.0	93.5	546.7	7.29	6.29	LDC	3075752	7049514	46.2294301319915	1.86733974778897	5.15	10.02	20681487740.1117	215614794467.475	5223.91708515071	30412.3788602593	5.474	0.697706621179426	0.891128639248932	114.113804542	22.3982773723
Hong Kong (China)	7061200	351119.0	6. Developing region	2. High income: nonOECD	Asia	Eastern Asia	114.113804542	22.3982773723	6940432.0	1092.0	6355.7	67.12	5.24	2.97	28800.0	93.5	546.7	7.29	6.29	LDC	3075752	7049514	46.2294301319915	1.86733974778897	5.15	10.02	20681487740.1117	215614794467.475	5223.91708515071	30412.3788602593	5.474	0.697706621179426	0.891128639248932	114.113804542	22.3982773723
Hood	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Hungary	9905596	196600.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.3955911607	47.1627750614												MDC	10001270	10014633	54.732557821718	5.59387828143065	7.88	11.67	45184200712.5787	106496781982.158	4371.11185335507	10657.8431718698	4.8	0.695809706018808	0.818057626051209	19.3955911607	47.1627750614
Iceland	306694	12710.0	2. Developed region: nonG7	1. High income: OECD	Europe	Northern Europe	-18.5739616708	64.9957538607												MDC	175520	318042	18.4963407873411	2.01110008788918	6.5	10.39	4240816033.40128	16458176638.9871	20777.721325409	53278.2254992947	7.561	0.754413002133138	0.89469373403341	-18.5739616708	64.9957538607
India	1166079220	3297000.0	3. Emerging region: BRIC	4. Lower middle income	Asia	Southern Asia	79.6119761026	22.8857821183												LDC	449595489	1205624648	152.929803153041	50.5719103947044	1.23	4.43	149773513401.176	1241580821522.14	270.403596184124	1058.36871155214	4.565	0.36871309794103	0.585730873426402	79.6119761026	22.8857821183
india	1166079220	3297000.0	3. Emerging region: BRIC	4. Lower middle income	Asia	Southern Asia	79.6119761026	22.8857821183												LDC	449595489	1205624648	152.929803153041	50.5719103947044	1.23	4.43	149773513401.176	1241580821522.14	270.403596184124	1058.36871155214	4.565	0.36871309794103	0.585730873426402	79.6119761026	22.8857821183
Indian	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
Indonesia	240271522	914600.0	4. Emerging region: MIKT	4. Lower middle income	Asia	South-Eastern Asia	117.240113662	-2.21505456346												LDC	88692697	240676485	161.946735963115	29.2907002932984	2.26	5.5	37927345356.6879	377283499776.43	310.138103350988	1549.91066704097	5.399	0.470842319638334	0.68425840218623	117.240113662	-2.21505456346
Iran	66429284	841700.0	5. Emerging region: G20	3. Upper middle income	Asia	Southern Asia	54.2740700448	32.575032915												LDC	21958460	74462314	197.620890927285	20.7033056317361	1.15	7.84	61837096285.7977	255593652192.614	2132.75183521489	3322.70784265124	4.686	0.490056267607097	0.749349387698367	54.2740700448	32.575032915
Iraq	31129225	103900.0	6. Developing region	4. Lower middle income	Asia	Western Asia	43.7435314888	33.0397058232												LDC	7289759	30962380	169.944241106812	32.8704199660324	0.61	5.58	9552323998.93702	71817785338.3144	1014.72889789085	2420.42131992234	4.677	0.499863924188783	0.642164271687536	43.7435314888	33.0397058232
Iraq & Iran	31129225	103900.0	6. Developing region	4. Lower middle income	Asia	Western Asia	43.7435314888	33.0397058232												LDC	7289759	30962380	169.944241106812	32.8704199660324	0.61	5.58	9552323998.93702	71817785338.3144	1014.72889789085	2420.42131992234	4.677	0.499863924188783	0.642164271687536	43.7435314888	33.0397058232
Ireland	4203200	188400.0	2. Developed region: nonG7	1. High income: OECD	Europe	Northern Europe	-8.13793568667	53.175448704												MDC	2828866	4467561	34.2681874902022	3.73726651792405	8.31	11.6	34234575482.1872	198058553540.205	11604.547466929	42842.7664914178	6.94	0.734402741717427	0.899299119092765	-8.13793568667	53.175448704
Israel	7233701	201400.0	2. Developed region: nonG7	1. High income: OECD	Asia	Western Asia	35.0044469277	31.4611010118												LDC	2089891	7420368	33.0646940104623	3.90389525935708	8.12	11.92	27748661208.4202	164323602009.122	9557.18683752419	22344.8378000665	7.278	0.748782404966603	0.887762596884947	35.0044469277	31.4611010118
Italy	58126212	1823000.0	1. Developed region: G7	1. High income: OECD	Europe	Southern Europe	12.0700133907	42.796626414												MDC	49519365	60508978	48.6454498044365	3.44465545953787	5.17	9.3	790965822974.257	1748500907679.5	14740.0225298076	28782.3983121276	5.948	0.718406371825682	0.871808806940486	12.0700133907	42.796626414
ITALY	58126212	1823000.0	1. Developed region: G7	1. High income: OECD	Europe	Southern Europe	12.0700133907	42.796626414												MDC	49519365	60508978	48.6454498044365	3.44465545953787	5.17	9.3	790965822974.257	1748500907679.5	14740.0225298076	28782.3983121276	5.948	0.718406371825682	0.871808806940486	12.0700133907	42.796626414
Jaimaca	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Jamaica	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Jamaica W.I.	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Jamaica West Indies	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Jamaica WI	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Jamaica, W.I.	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Japan	127078679	4329000.0	1. Developed region: G7	1. High income: OECD	Asia	Eastern Asia	138.030895577	37.592301353												MDC	92500754	127352833	37.2526450715912	2.60048803037138	7.51	11.49	1558561590535.55	4629433964859.45	14936.6236410407	36286.7611697778	5.987	0.772330578661583	0.890086070325598	138.030895577	37.592301353
JAPAN	127078679	4329000.0	1. Developed region: G7	1. High income: OECD	Asia	Eastern Asia	138.030895577	37.592301353												MDC	92500754	127352833	37.2526450715912	2.60048803037138	7.51	11.49	1558561590535.55	4629433964859.45	14936.6236410407	36286.7611697778	5.987	0.772330578661583	0.890086070325598	138.030895577	37.592301353
Kazahkstan	15399437	175800.0	6. Developing region	3. Upper middle income	Asia	Central Asia	67.2914935687	48.1568806661												LDC	9714260	15921127	101.785742143902	27.007350305665	4.34	10.36	27760330957.3744	77029348930.5571	2118.07816587104	4508.643489161	5.855		0.757371246424611	67.2914935687	48.1568806661
Kazakhstan	15399437	175800.0	6. Developing region	3. Upper middle income	Asia	Central Asia	67.2914935687	48.1568806661												LDC	9714260	15921127	101.785742143902	27.007350305665	4.34	10.36	27760330957.3744	77029348930.5571	2118.07816587104	4508.643489161	5.855		0.757371246424611	67.2914935687	48.1568806661
Korea	48508972	1335000.0	4. Emerging region: MIKT	1. High income: OECD	Asia	Eastern Asia	127.839160864	36.3852398347	48846823.0	98480.0	496.0	2.45	0.0	7.05	17800.0	97.9	486.1	10.0	5.85	LDC	25074028	48453931	114.469015871445	4.6032295771794	5.38	11.69	80930885498.0554	1017568868082.12	2510.18533848378	20922.1039020284	5.984	0.628369319396642	0.890669323936387	127.839160864	36.3852398347
Kosovo	1804838	5352.0	6. Developing region	4. Lower middle income	Europe	Southern Europe	20.8724981138	42.5707870668	3581655.0	28748.0	124.6	1.26	-4.93	21.52	4500.0	86.5	71.2	15.11	5.22	MDC	1618829	3150143	124.882325968794	16.1082814156122	5.24	10.39	4561414145.46058	10703149229.0835	2115.08335549491	3583.30138183789	4.959	0.602567321331679	0.716099963779507	20.8724981138	42.5707870668
Latvia	2231503	38860.0	2. Developed region: nonG7	3. Upper middle income	Europe	Northern Europe	24.9123598332	56.8508516268												MDC	2132368	2090519	45.3434172345206	7.79913889395267	5.13	10.4	6851271086.13151	15502651731.0301	2901.65596053951	6989.57096831837	5.098		0.810479687260151	24.9123598332	56.8508516268
Lebanon	4017095	44060.0	6. Developing region	3. Upper middle income	Asia	Western Asia	35.880160715	33.9230663057												LDC	1804927	4341092	59.7358452823039	10.0139749994977			7078253164.09495	29958972856.8049	2970.27571384778	7262.3464381175	4.839		0.765014463081031	35.880160715	33.9230663057
Lithuania	3555179	63330.0	2. Developed region: nonG7	3. Upper middle income	Europe	Northern Europe	23.8871935548	55.3261098445												MDC	2770737	3068457	63.8784173550953	5.97096546901243	5.29	10.9	13595115044.5793	27362264773.0082	4333.01877208459	7717.85691866042	5.833		0.834285625619551	23.8871935548	55.3261098445
Macedonia	2066718	18780.0	6. Developing region	3. Upper middle income	Europe	Southern Europe	21.6821134607	41.5953089336												MDC	1471139	2102216	112.566557207047	11.8851950923295			3940340775.30298	6708583381.04974	2502.74597058002	3237.59891290697	5.007		0.732131398722987	21.6821134607	41.5953089336
Malaysia	25715819	384300.0	6. Developing region	3. Upper middle income	Asia	South-Eastern Asia	109.697622843	3.78986845571												LDC	8160975	28275835	81.1200454134574	4.76390971860052	2.99	9.53	14503162240.3989	171466165813.842	1329.31944155816	6064.29033550922	5.77	0.576968956425665	0.772907041410269	109.697622843	3.78986845571
Malta	405165	9962.0	2. Developed region: nonG7	2. High income: nonOECD	Europe	Southern Europe	14.4052331643	35.9214963221												MDC	314241	424738	40.9859709741123	5.82325056890232	5.29	10.13	863223805.840141	6632803951.0329	2651.43120456844	16305.9902279978	6.302	0.704378733270433	0.828909442851054	14.4052331643	35.9214963221
Mauritius	1284264	15270.0	6. Developing region	3. Upper middle income	Seven seas (open ocean)	Eastern Africa	57.5712055061	-20.2776870433												LDC	660023	1230659	73.8577612310551	13.213902495207	3.7	7.2	1015227687.66294	7822123825.11045	1223.88694985713	6044.43215159713	5.477	0.557915530189467	0.771001932696506	57.5712055061	-20.2776870433
Mayaguez P.R.	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
Mexico	111211789	1563000.0	4. Emerging region: MIKT	3. Upper middle income	North America	Central America	-102.523451692	23.9475372406												LDC	38676974	117886404	101.624470802789	16.6584317784693	3.09	8.52	241140120195.378	927059314370.019	4569.19750378346	8242.80921478234	7.187	0.595231480191115	0.755830116891803	-102.523451692	23.9475372406
Moldova	4320748	10670.0	6. Developing region	4. Lower middle income	Europe	Eastern Europe	28.4567337241	47.1949880442												MDC	3003557	3573024	69.0413389573774	15.5475818509869	4.58	9.77	3262467564.55339	3496906334.04062	907.62335094072	937.056452944175	5.889		0.662747308968763	28.4567337241	47.1949880442
Montserrat	5097	29.0	6. Developing region	4. Lower middle income	North America	Caribbean	-62.1851854562	16.7394140553												LDC	12102	4953												-62.1851854562	16.7394140553
Morocco	34859364	136600.0	6. Developing region	4. Lower middle income	Africa	Northern Africa	-8.45615794798	29.8376295469												LDC	12328534	31642360	143.082812063754	32.2279113023047	0.27	4.36	15255903050.3371	75407037753.3516	958.931381243779	2384.22921248454	5.013	0.399324908834537	0.616709470389733	-8.45615794798	29.8376295469
Netherlands	16715999	672000.0	2. Developed region: nonG7	1. High income: OECD	Europe	Western Europe	5.28144793007	52.1007899002												MDC	11418507	16615243	18.2579549720547	4.10731091649619	8.04	11.17	258084474546.788	682785854920.427	19787.4446475452	41196.5998779056	7.378	0.783321561554705	0.915282799302405	5.28144793007	52.1007899002
Nevis, WI	40131	777.7	6. Developing region	2. High income: nonOECD	North America	Caribbean	-62.6875526496	17.2645995047	39129.0	261.0	149.9	51.72	-7.11	14.49	8800.0	97.0	638.9	18.02	8.33	LDC	51197	52352					77492650.3016418	428893177.295593	1680.38533918037	8595.39815815449			0.749726330527115	-62.6875526496	17.2645995047
New Zealand	4213418	116700.0	2. Developed region: nonG7	1. High income: OECD	Oceania	Australia and New Zealand	171.484923466	-41.811135569												MDC	2372000	4368136	24.1184882790986	5.01091539017584	10.9	12.5	46934585150.967	117437110061.934	16596.0945354456	27617.464728176	7.286	0.792916305236863	0.910001628506389	171.484923466	-41.811135569
Nicaragua	5891199	16790.0	6. Developing region	4. Lower middle income	North America	Central America	-85.0305296951	12.8470942896												LDC	1774574	5822209	150.775404502798	21.5043721620232	2.69	5.76	3307599667.43638	5560950105.02664	1611.46346555123	992.237975278696	5.828	0.482848183478779	0.613987189690524	-85.0305296951	12.8470942896
Nigeria	149229090	335400.0	5. Emerging region: G20	4. Lower middle income	Africa	Western Africa	8.08943894771	9.59411452233												LDC	45211614	159707780	186.612259260671	89.9333186931195			35891093949.8877	155224604931.651	645.635503903469	960.520100397861	5.268		0.503636045670509	8.08943894771	9.59411452233
North Ireland	4203200	188400.0	2. Developed region: nonG7	1. High income: OECD	Europe	Northern Europe	-8.13793568667	53.175448704												MDC	2828866	4467561	34.2681874902022	3.73726651792405	8.31	11.6	34234575482.1872	198058553540.205	11604.547466929	42842.7664914178	6.94	0.734402741717427	0.899299119092765	-8.13793568667	53.175448704
Norway	4676305	276400.0	2. Developed region: nonG7	1. High income: OECD	Europe	Northern Europe	15.3483465622	68.7501557205												MDC	3582016	4891251	18.9011858591359	3.02558588295376	8.46	12.63	92843309211.1822	316566447820.84	23944.8198376902	67695.8512801967	7.522	0.792797737294805	0.943597580709727	15.3483465622	68.7501557205
NYC	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
Pakistan	176242949	427300.0	5. Emerging region: G20	4. Lower middle income	Asia	Southern Asia	69.3395793748	29.9497515031												LDC	45540594	173149306	163.854819167228	71.3578572408132	1.31	4.87	20749168147.6671	139624221815.795	307.434394280358	757.161574049316	5.194	0.356180186562297	0.536534766482957	69.3395793748	29.9497515031
Palestine	4119083	11950.77	6. Developing region	4. Lower middle income	Asia	Western Asia	35.1962870549	31.9161389264	5906760.0	92300.0	64.0	0.03	6.59	17.35	4300.0	91.3	104.5	21.25	2.65	LDC	888632	6454554	119.693540312476	19.6901789522692	2.19	8.64	1122746066.47111	16736854656.3223	747.023748798945	2612.24170684833	5.192	0.587393134500046	0.745470234416235	35.1962870549	31.9161389264
Panama	3360474	38830.0	6. Developing region	3. Upper middle income	North America	Central America	-80.1191515612	8.51750797491												LDC	1136090	3678128	80.2286911120039	17.0691198307186	4.72	9.38	4449936856.38833	22977985473.4638	2906.48361202552	6737.07660107962	6.786	0.626785209328823	0.765362295282062	-80.1191515612	8.51750797491
Paraguay	6995655	28890.0	5. Emerging region: G20	4. Lower middle income	South America	South America	-58.400137032	-23.228239132												LDC	1907041	6459721	69.7246793733017	32.0434415945775	3.74	7.7	1794519068.82025	9762729039.6653	724.535665719976	1531.20911938764	5.878	0.549861354835358	0.675851480571172	-58.400137032	-23.228239132
peru	29546963	247300.0	5. Emerging region: G20	3. Upper middle income	South America	South America	-74.382426851	-9.15280381329												LDC	9931518	29262830	148.281335698721	21.0052471039925	3.9	8.53	33180565439.0899	112142694447.921	2515.05104595612	3873.93944466927	5.824	0.594545606289694	0.736804543525234	-74.382426851	-9.15280381329
Peru	29546963	247300.0	5. Emerging region: G20	3. Upper middle income	South America	South America	-74.382426851	-9.15280381329												LDC	9931518	29262830	148.281335698721	21.0052471039925	3.9	8.53	33180565439.0899	112142694447.921	2515.05104595612	3873.93944466927	5.824	0.594545606289694	0.736804543525234	-74.382426851	-9.15280381329
Phililppines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Philipines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Philippines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Phillipines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Phillippines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Pilippines	97976603	317500.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	122.883932529	11.7753677809												LDC	26271731	93444322	86.5494931258669	22.9804272732052	4.83	8.66	29570977108.7448	131138908359.002	766.014143017414	1312.69945957155	5.073	0.565594863527098	0.659529959130988	122.883932529	11.7753677809
Poland	38482919	667900.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.3901283493	52.1275956442												MDC	29645579	38198754	59.2101025054523	6.08434336147912	6.77	9.95	100732322465.907	382458560189.309	3096.9784930796	9943.36659152245	5.791	0.68741774102108	0.834217683087449	19.3901283493	52.1275956442
poland	38482919	667900.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.3901283493	52.1275956442												MDC	29645579	38198754	59.2101025054523	6.08434336147912	6.77	9.95	100732322465.907	382458560189.309	3096.9784930796	9943.36659152245	5.791	0.68741774102108	0.834217683087449	19.3901283493	52.1275956442
Poland, Israel	38482919	667900.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.3901283493	52.1275956442												MDC	29645579	38198754	59.2101025054523	6.08434336147912	6.77	9.95	100732322465.907	382458560189.309	3096.9784930796	9943.36659152245	5.791	0.68741774102108	0.834217683087449	19.3901283493	52.1275956442
Portugal	10707924	208627.0	2. Developed region: nonG7	1. High income: OECD	Europe	Southern Europe	-8.50104361268	39.5955067145												MDC	8875311	10589792	88.6083043976516	3.38130939842929	3.4	7.73	62937319789.0368	196901577229.821	6958.85979843843	18340.7123041367	5.102	0.643117951606285	0.82232943763075	-8.50104361268	39.5955067145
Puero Rico	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
Puerto Rica	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
Puerto Rican	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
Puerto Rico	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
Republic of China	1338612970	7973000.0	3. Emerging region: BRIC	3. Upper middle income	Asia	Eastern Asia	103.81907349	36.5617654559												LDC	650680114	1359821465	117.924516118214	18.3655770427791	2.48	7.54	118323803638.612	3834548998991.59	144.226389916627	2882.81328713397	5.14	0.422886003065583	0.719080606817142	103.81907349	36.5617654559
Republic of Macedonia (former Yugoslav)	2066718	18780.0	6. Developing region	3. Upper middle income	Europe	Southern Europe	21.6821134607	41.5953089336												MDC	1471139	2102216	112.566557207047	11.8851950923295			3940340775.30298	6708583381.04974	2502.74597058002	3237.59891290697	5.007		0.732131398722987	21.6821134607	41.5953089336
Romania	22215421	271400.0	2. Developed region: nonG7	3. Upper middle income	Europe	Eastern Europe	24.9729303933	45.8524312742												MDC	18457807	21861476	80.4260418106537	11.9663887536912	6.12	10.42	55517149384.0	114430387878.306	2741.24364858711	5211.02687794681	5.124	0.685096726295337	0.784527514986918	24.9729303933	45.8524312742
Roumania	22215421	271400.0	2. Developed region: nonG7	3. Upper middle income	Europe	Eastern Europe	24.9729303933	45.8524312742												MDC	18457807	21861476	80.4260418106537	11.9663887536912	6.12	10.42	55517149384.0	114430387878.306	2741.24364858711	5211.02687794681	5.124	0.685096726295337	0.784527514986918	24.9729303933	45.8524312742
Rumania	22215421	271400.0	2. Developed region: nonG7	3. Upper middle income	Europe	Eastern Europe	24.9729303933	45.8524312742												MDC	18457807	21861476	80.4260418106537	11.9663887536912	6.12	10.42	55517149384.0	114430387878.306	2741.24364858711	5211.02687794681	5.124	0.685096726295337	0.784527514986918	24.9729303933	45.8524312742
Russ-Poland	38482919	667900.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.3901283493	52.1275956442												MDC	29645579	38198754	59.2101025054523	6.08434336147912	6.77	9.95	100732322465.907	382458560189.309	3096.9784930796	9943.36659152245	5.791	0.68741774102108	0.834217683087449	19.3901283493	52.1275956442
Russia	140041247	2266000.0	3. Emerging region: BRIC	3. Upper middle income	Europe	Eastern Europe	96.6865611231	61.9805220919												MDC	120057109	143617913	59.4321298567662	10.6818142361004	5.61	11.73	506343294956.573	905221108328.551	3887.60754313319	6351.23007469798	5.716		0.778302805225662	96.6865611231	61.9805220919
Russia (Ukraine)	140041247	2266000.0	3. Emerging region: BRIC	3. Upper middle income	Europe	Eastern Europe	96.6865611231	61.9805220919												MDC	120057109	143617913	59.4321298567662	10.6818142361004	5.61	11.73	506343294956.573	905221108328.551	3887.60754313319	6351.23007469798	5.716		0.778302805225662	96.6865611231	61.9805220919
S. Korea	48508972	1335000.0	4. Emerging region: MIKT	1. High income: OECD	Asia	Eastern Asia	127.839160864	36.3852398347	48846823.0	98480.0	496.0	2.45	0.0	7.05	17800.0	97.9	486.1	10.0	5.85	LDC	25074028	48453931	114.469015871445	4.6032295771794	5.38	11.69	80930885498.0554	1017568868082.12	2510.18533848378	20922.1039020284	5.984	0.628369319396642	0.890669323936387	127.839160864	36.3852398347
Sai Gon Vietnam	86967524	241700.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	106.299146978	16.6460167019												LDC	32912298	89047397	81.4705227582728	15.8023940601552	3.02	5.49	9571573997.13981	74267817431.0226	224.807920588723	829.149050938876	5.36	0.462962326972416	0.638016545180422	106.299146978	16.6460167019
Samoa	219998	1049.0	7. Least developed region	4. Lower middle income	Oceania	Polynesia	-172.16485064	-13.7532434638												Least	108645	186029	97.099727354096	22.4062052189355			260802915.717908	460272145.766367	1832.36902514496	2397.23827358382			0.693724092184132	-172.16485064	-13.7532434638
Saudi Arabia	28686633	576500.0	2. Developed region: nonG7	2. High income: nonOECD	Asia	Western Asia	44.5368627114	24.1224584073												LDC	4072110	27258387	180.95494598552	13.9808627128832	3.19	7.78	61287904584.8226	359748042691.855	10032.3118246717	13980.6923040157	6.411	0.583069085035427	0.835530674764727	44.5368627114	24.1224584073
Scotland	62262000	1977704.0	1. Developed region: G7	1. High income: OECD	Europe	Northern Europe	-2.86563164084	54.1238715577												MDC	52544326	62066350	24.2558336015291	4.89816138935628	6.98	9.13	991474001727.404	2316523397772.18	17822.0089467825	37154.4683025092	6.867	0.734593311668692	0.891725911002765	-2.86563164084	54.1238715577
Senegal	13711597	21980.0	7. Least developed region	4. Lower middle income	Africa	Western Africa	-14.4734923973	14.3662417313												Least	3177737	12950564	122.957336137727	54.131889736899	1.94	4.44	3349713116.92449	10302988536.1432	775.775284027431	836.060849534134	3.904	0.333134530419882	0.485278058621579	-14.4734923973	14.3662417313
Serbia	7379339	80340.0	6. Developing region	3. Upper middle income	Europe	Southern Europe	20.7895833363	44.2215031993	9396411.0	88361.0	106.3	0.0	-1.33	12.89	2200.0	93.0	285.8			MDC	7657958	9647109	103.362046022544	12.4463165336134	5.27	9.53	16680879623.6401	29528845247.344	2301.35537215218	4020.34858552452	5.123		0.744722189297809	20.7895833363	44.2215031993
Sicily	58126212	1823000.0	1. Developed region: G7	1. High income: OECD	Europe	Southern Europe	12.0700133907	42.796626414												MDC	49519365	60508978	48.6454498044365	3.44465545953787	5.17	9.3	790965822974.257	1748500907679.5	14740.0225298076	28782.3983121276	5.948	0.718406371825682	0.871808806940486	12.0700133907	42.796626414
